,pattern,mean,std,mean-2std,mean+2std
884,14.0.0a5,0.42,0.4935585071701228,-0.5671170143402455,1.4071170143402456
711,3.0.0a1,0.42,0.4935585071701228,-0.5671170143402455,1.4071170143402456
979,0.7.0a6,0.42,0.4935585071701228,-0.5671170143402455,1.4071170143402456
467,0.3.1a4,0.42,0.4935585071701228,-0.5671170143402455,1.4071170143402456
468,0.0.3a13,0.42,0.4935585071701228,-0.5671170143402455,1.4071170143402456
109,1.2.0a6,0.42,0.4935585071701228,-0.5671170143402455,1.4071170143402456
458,3.0.0a8,0.42,0.4935585071701228,-0.5671170143402455,1.4071170143402456
623,0.0.4a41,0.42,0.4935585071701228,-0.5671170143402455,1.4071170143402456
812,1.0.6a2,0.42,0.4935585071701228,-0.5671170143402455,1.4071170143402456
106,2.1.1a1,0.42,0.4935585071701228,-0.5671170143402455,1.4071170143402456
931,1.0.0a18,0.42,0.4935585071701228,-0.5671170143402455,1.4071170143402456
784,0.0.0a17,0.42,0.4935585071701228,-0.5671170143402455,1.4071170143402456
787,1.3.8a2,0.42,0.4935585071701228,-0.5671170143402455,1.4071170143402456
494,0.2.0a15,0.42,0.4935585071701228,-0.5671170143402455,1.4071170143402456
510,46.0.0a1,0.42,0.4935585071701228,-0.5671170143402455,1.4071170143402456
579,0.0.5a23,0.42,0.4935585071701228,-0.5671170143402455,1.4071170143402456
221,27.0.0a1,0.42,0.4935585071701228,-0.5671170143402455,1.4071170143402456
498,0.5.0a5,0.42,0.4935585071701228,-0.5671170143402455,1.4071170143402456
58,1.3.2a2,0.42,0.4935585071701228,-0.5671170143402455,1.4071170143402456
961,0.0.7a14,0.42,0.4935585071701228,-0.5671170143402455,1.4071170143402456
980,0.1.0a21,0.42,0.4935585071701228,-0.5671170143402455,1.4071170143402456
26,40.0.0a3,0.42,0.4935585071701228,-0.5671170143402455,1.4071170143402456
655,0.0.4a16,0.42,0.4935585071701228,-0.5671170143402455,1.4071170143402456
550,0.1.0a18,0.42,0.4935585071701228,-0.5671170143402455,1.4071170143402456
766,0.31.0a3,0.42,0.4935585071701228,-0.5671170143402455,1.4071170143402456
566,36.2.0a1,0.42,0.4935585071701228,-0.5671170143402455,1.4071170143402456
295,0.3.2a2,0.42,0.4935585071701228,-0.5671170143402455,1.4071170143402456
48,1.1.0a10,0.42,0.4935585071701228,-0.5671170143402455,1.4071170143402456
353,0.4.1a3,0.42,0.4935585071701228,-0.5671170143402455,1.4071170143402456
750,0.5.70,0.93,0.25514701644346155,0.41970596711307695,1.4402940328869231
747,0.2.13,0.93,0.25514701644346155,0.41970596711307695,1.4402940328869231
250,3.0.45,0.93,0.25514701644346155,0.41970596711307695,1.4402940328869231
165,2.0.37,0.93,0.25514701644346155,0.41970596711307695,1.4402940328869231
739,1.7.90,0.93,0.25514701644346155,0.41970596711307695,1.4402940328869231
788,1.5.49,0.93,0.25514701644346155,0.41970596711307695,1.4402940328869231
589,1.8.77,0.93,0.25514701644346155,0.41970596711307695,1.4402940328869231
4,1.4.87,0.93,0.25514701644346155,0.41970596711307695,1.4402940328869231
588,0.2.75,0.93,0.25514701644346155,0.41970596711307695,1.4402940328869231
231,1.7.98,0.93,0.25514701644346155,0.41970596711307695,1.4402940328869231
774,0.6.26,0.93,0.25514701644346155,0.41970596711307695,1.4402940328869231
807,0.8.72,0.93,0.25514701644346155,0.41970596711307695,1.4402940328869231
192,3.6.10,0.93,0.25514701644346155,0.41970596711307695,1.4402940328869231
726,2.0.96,0.93,0.25514701644346155,0.41970596711307695,1.4402940328869231
120,2.4.16,0.93,0.25514701644346155,0.41970596711307695,1.4402940328869231
316,0.6.54,0.93,0.25514701644346155,0.41970596711307695,1.4402940328869231
875,1.1.80,0.93,0.25514701644346155,0.41970596711307695,1.4402940328869231
403,0.6.78,0.93,0.25514701644346155,0.41970596711307695,1.4402940328869231
222,1.1.45,0.93,0.25514701644346155,0.41970596711307695,1.4402940328869231
2,0.0.32,0.93,0.25514701644346155,0.41970596711307695,1.4402940328869231
965,0.5.36,0.93,0.25514701644346155,0.41970596711307695,1.4402940328869231
988,3.2.10,0.93,0.25514701644346155,0.41970596711307695,1.4402940328869231
17,3.1.44,0.93,0.25514701644346155,0.41970596711307695,1.4402940328869231
436,0.3.39,0.93,0.25514701644346155,0.41970596711307695,1.4402940328869231
43,3.0.89,0.93,0.25514701644346155,0.41970596711307695,1.4402940328869231
383,1.4.25,0.93,0.25514701644346155,0.41970596711307695,1.4402940328869231
414,0.4.30,0.93,0.25514701644346155,0.41970596711307695,1.4402940328869231
55,2.6.24,0.93,0.25514701644346155,0.41970596711307695,1.4402940328869231
685,0.1.71,0.93,0.25514701644346155,0.41970596711307695,1.4402940328869231
287,2.4.33,0.93,0.25514701644346155,0.41970596711307695,1.4402940328869231
549,1.4.19,0.93,0.25514701644346155,0.41970596711307695,1.4402940328869231
93,1.1.39,0.93,0.25514701644346155,0.41970596711307695,1.4402940328869231
847,2.1.10,0.93,0.25514701644346155,0.41970596711307695,1.4402940328869231
856,1.1.69,0.93,0.25514701644346155,0.41970596711307695,1.4402940328869231
865,1.5.42,0.93,0.25514701644346155,0.41970596711307695,1.4402940328869231
528,1.0.10,0.93,0.25514701644346155,0.41970596711307695,1.4402940328869231
77,0.6.57,0.93,0.25514701644346155,0.41970596711307695,1.4402940328869231
180,0.7.10,0.93,0.25514701644346155,0.41970596711307695,1.4402940328869231
833,1.6.79,0.93,0.25514701644346155,0.41970596711307695,1.4402940328869231
656,0.0.46,0.93,0.25514701644346155,0.41970596711307695,1.4402940328869231
698,4.0.16,0.93,0.25514701644346155,0.41970596711307695,1.4402940328869231
285,0.7.27,0.93,0.25514701644346155,0.41970596711307695,1.4402940328869231
431,2.5.35,0.93,0.25514701644346155,0.41970596711307695,1.4402940328869231
278,0.7.16,0.93,0.25514701644346155,0.41970596711307695,1.4402940328869231
814,0.3.51,0.93,0.25514701644346155,0.41970596711307695,1.4402940328869231
895,3.0.10,0.93,0.25514701644346155,0.41970596711307695,1.4402940328869231
567,1.1.85,0.93,0.25514701644346155,0.41970596711307695,1.4402940328869231
409,0.9.24,0.93,0.25514701644346155,0.41970596711307695,1.4402940328869231
61,1.5.71,0.93,0.25514701644346155,0.41970596711307695,1.4402940328869231
408,2.2.40,0.93,0.25514701644346155,0.41970596711307695,1.4402940328869231
391,1.1.81,0.93,0.25514701644346155,0.41970596711307695,1.4402940328869231
24,2.2.27,0.93,0.25514701644346155,0.41970596711307695,1.4402940328869231
49,0.9.91,0.93,0.25514701644346155,0.41970596711307695,1.4402940328869231
357,0.5.44,0.93,0.25514701644346155,0.41970596711307695,1.4402940328869231
73,2.2.26,0.93,0.25514701644346155,0.41970596711307695,1.4402940328869231
476,0.0.48,0.93,0.25514701644346155,0.41970596711307695,1.4402940328869231
939,1.8.16,0.93,0.25514701644346155,0.41970596711307695,1.4402940328869231
393,2.4.40,0.93,0.25514701644346155,0.41970596711307695,1.4402940328869231
820,1.7.87,0.93,0.25514701644346155,0.41970596711307695,1.4402940328869231
944,2.2.36,0.93,0.25514701644346155,0.41970596711307695,1.4402940328869231
174,1.0.44,0.93,0.25514701644346155,0.41970596711307695,1.4402940328869231
225,0.2.78,0.93,0.25514701644346155,0.41970596711307695,1.4402940328869231
389,2.4.18,0.93,0.25514701644346155,0.41970596711307695,1.4402940328869231
947,0.1.79,0.93,0.25514701644346155,0.41970596711307695,1.4402940328869231
62,2.5.33,0.93,0.25514701644346155,0.41970596711307695,1.4402940328869231
42,1.19.10,0.92,0.27129319932501084,0.37741360134997837,1.4625863986500218
95,0.10.55,0.92,0.27129319932501084,0.37741360134997837,1.4625863986500218
950,0.11.12,0.92,0.27129319932501084,0.37741360134997837,1.4625863986500218
224,0.10.89,0.92,0.27129319932501084,0.37741360134997837,1.4625863986500218
440,1.38.16,0.92,0.27129319932501084,0.37741360134997837,1.4625863986500218
614,1.18.33,0.92,0.27129319932501084,0.37741360134997837,1.4625863986500218
757,0.24.45,0.92,0.27129319932501084,0.37741360134997837,1.4625863986500218
602,0.13.31,0.92,0.27129319932501084,0.37741360134997837,1.4625863986500218
254,1.13.13,0.92,0.27129319932501084,0.37741360134997837,1.4625863986500218
616,1.12.23,0.92,0.27129319932501084,0.37741360134997837,1.4625863986500218
900,1.21.10,0.92,0.27129319932501084,0.37741360134997837,1.4625863986500218
618,1.12.17,0.92,0.27129319932501084,0.37741360134997837,1.4625863986500218
438,0.15.88,0.92,0.27129319932501084,0.37741360134997837,1.4625863986500218
675,1.24.11,0.92,0.27129319932501084,0.37741360134997837,1.4625863986500218
883,4.25.89,0.92,0.27129319932501084,0.37741360134997837,1.4625863986500218
309,1.29.43,0.92,0.27129319932501084,0.37741360134997837,1.4625863986500218
455,1.12.42,0.92,0.27129319932501084,0.37741360134997837,1.4625863986500218
693,0.33.19,0.92,0.27129319932501084,0.37741360134997837,1.4625863986500218
849,1.63.10,0.92,0.27129319932501084,0.37741360134997837,1.4625863986500218
466,0.18.21,0.92,0.27129319932501084,0.37741360134997837,1.4625863986500218
728,0.26.14,0.92,0.27129319932501084,0.37741360134997837,1.4625863986500218
789,0.10.60,0.92,0.27129319932501084,0.37741360134997837,1.4625863986500218
770,4.26.22,0.92,0.27129319932501084,0.37741360134997837,1.4625863986500218
504,0.24.52,0.92,0.27129319932501084,0.37741360134997837,1.4625863986500218
465,1.12.69,0.92,0.27129319932501084,0.37741360134997837,1.4625863986500218
508,1.29.97,0.92,0.27129319932501084,0.37741360134997837,1.4625863986500218
264,0.18.18,0.92,0.27129319932501084,0.37741360134997837,1.4625863986500218
746,0.33.23,0.92,0.27129319932501084,0.37741360134997837,1.4625863986500218
634,1.22.13,0.92,0.27129319932501084,0.37741360134997837,1.4625863986500218
147,0.27.11,0.92,0.27129319932501084,0.37741360134997837,1.4625863986500218
759,0.25.31,0.92,0.27129319932501084,0.37741360134997837,1.4625863986500218
194,3.16.15,0.92,0.27129319932501084,0.37741360134997837,1.4625863986500218
297,0.02.06,0.92,0.27129319932501084,0.37741360134997837,1.4625863986500218
175,0.15.63,0.92,0.27129319932501084,0.37741360134997837,1.4625863986500218
957,2.11.11,0.92,0.27129319932501084,0.37741360134997837,1.4625863986500218
795,3.0.10.dev1525759492,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
762,0.0.2.dev202208101759,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
570,1.8.1.dev7,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
798,0.20.0.dev25,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
963,1.6.7.dev2,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
745,0.6.2.dev6,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
912,3.0.0.dev924790252,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
797,1.20.4.dev14,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
418,1.3.3.dev18,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
976,3.0.9.dev1366851255,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
555,1.20.6.dev7,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
412,2.0.6.dev105,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
796,1.20.2.dev56,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
453,2.3.2.dev571210381,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
411,0.12.0.dev1,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
773,3.0.11.dev1857827188,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
790,1.20.6.dev17,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
557,1.5.3.dev8,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
385,0.18.6.dev1556668687,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
920,0.55.0.dev55,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
611,2.3.7.dev5,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
590,2.0.0.dev5,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
652,2.0.6.dev87,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
439,0.8.22.dev47,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
139,3.0.0.dev8,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
736,2.0.0.dev2,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
470,0.3.6.dev8,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
948,1.12.1.dev9,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
876,4.0.1.dev1638890722,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
845,0.1.0.dev174,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
829,2.3.2.dev642726845,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
486,4.0.0.dev3235987968,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
877,0.1.11.dev1,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
482,1.6.0.dev1,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
469,0.0.1.dev2320248668,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
706,0.55.0.dev5,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
625,0.54.0.dev66,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
499,1.5.3.dev17,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
754,1.16.2.dev3,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
524,2.4.1.dev681282974,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
697,3.0.11.dev1921570287,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
642,2.0.0.dev32,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
839,1.20.4.dev28,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
650,2.0.0.dev23,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
691,1.21.1.dev32,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
521,1.3.3.dev54,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
632,0.2.2.dev181203015448,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
846,1.1.3.dev1,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
512,0.14.1.dev1530660634,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
863,0.8.14.dev49,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
523,1.8.10.dev11,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
651,1.11.2.dev14,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
112,2.3.1.dev1,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
764,2.0.6.dev73,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
38,1.18.1.dev7,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
162,0.6.0.dev201229,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
211,1.8.12.dev26,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
212,0.10.5.dev2,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
326,1.8.8.dev29,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
239,0.1.2.dev0,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
248,0.0.20220513.dev1,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
126,1.3.3.dev24,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
286,3.3.2.dev4312804023,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
334,0.0.0.dev2,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
351,2.0.1.dev52,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
355,0.27.0.dev5,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
358,1.5.1.dev7,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
259,0.6.1.dev1661763374,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
361,2.0.6.dev65,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
568,0.19.0.dev80,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
92,0.4.1.dev10,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
860,3.0.6.dev1205642235,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
619,1.1.1.dev15,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
56,1.15.2.dev25,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
0,1.19.4.dev37,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
205,0.7.1.dev3,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
107,4.0.1.dev9,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
64,0.8.14.dev61,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
108,1.1.1.dev1588694604,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
60,0.1.0.dev202208150912,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
426,0.54.0.dev62,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
364,0.4.1.dev1585605506,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
379,0.0.1.dev2320168954,0.48,0.49959983987187156,-0.5191996797437431,1.479199679743743
196,22.3.11,0.91,0.2861817604250835,0.3376364791498331,1.4823635208501669
501,10.3.14,0.91,0.2861817604250835,0.3376364791498331,1.4823635208501669
420,14.2.16,0.91,0.2861817604250835,0.3376364791498331,1.4823635208501669
86,16.3.17,0.91,0.2861817604250835,0.3376364791498331,1.4823635208501669
857,12.2.29,0.91,0.2861817604250835,0.3376364791498331,1.4823635208501669
30,14.3.18,0.91,0.2861817604250835,0.3376364791498331,1.4823635208501669
956,12.1.66,0.91,0.2861817604250835,0.3376364791498331,1.4823635208501669
141,10.6.33,0.91,0.2861817604250835,0.3376364791498331,1.4823635208501669
709,22.9.17,0.91,0.2861817604250835,0.3376364791498331,1.4823635208501669
663,10.6.16,0.91,0.2861817604250835,0.3376364791498331,1.4823635208501669
899,12.8.13,0.91,0.2861817604250835,0.3376364791498331,1.4823635208501669
350,16.0.14,0.91,0.2861817604250835,0.3376364791498331,1.4823635208501669
304,0.0.232,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
715,0.0.475,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
730,0.0.184,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
633,3.0.682,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
734,1.1.157,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
437,3.4.8,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
667,6.6.0,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
460,0.0.250,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
416,3.0.847,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
583,2.0.279,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
170,6.2.3,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
289,3.0.408,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
985,0.0.318,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
631,0.0.305,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
989,0.0.625,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
606,3.0.687,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
258,5.1.6,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
305,0.0.783,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
940,2.0.123,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
369,0.1.435,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
262,0.1.303,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
33,0.3.161,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
929,2.0.111,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
548,3.0.380,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
485,0.1.261,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
310,8.3.1,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
347,3.0.722,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
953,3.0.588,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
705,0.0.541,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
424,1.1.114,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
854,0.0.490,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
74,0.0.693,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
330,4.7.3,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
628,0.8.125,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
714,0.0.276,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
881,3.0.340,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
538,5.6.3,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
136,0.1.138,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
155,3.0.586,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
690,0.9.107,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
378,1.0.0,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
808,4.8.5,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
586,0.9.8,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
799,3.9.6,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
564,0.0.502,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
243,3.0.893,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
977,3.0.609,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
400,3.0.910,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
220,3.0.420,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
541,0.0.760,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
52,3.1.1,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
781,3.0.464,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
441,1.0.249,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
349,8.0.0,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
145,0.0.150,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
370,0.0.328,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
772,0.0.431,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
984,1.0.222,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
670,0.4.168,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
996,0.0.390,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
792,0.2.109,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
594,0.0.462,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
177,3.0.843,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
537,3.0.2,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
384,3.0.330,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
20,0.0.829,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
776,8.1.2,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
981,1.1.280,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
234,0.1.290,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
210,7.0.7,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
816,3.0.338,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
679,0.1.115,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
680,5.1.3,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
394,1.3.100,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
104,0.0.185,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
660,7.1.1,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
380,4.2.9,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
688,2.0.236,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
653,0.1.241,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
218,0.0.132,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
233,0.0.105,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
943,8.5.1,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
216,2.0.131,0.91,0.28618176042508353,0.33763647914983297,1.482363520850167
471,1.37.5,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
791,0.11.1546,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
994,0.12.9,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
577,0.11.1675,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
861,0.79.3,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
930,0.10.1122,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
50,0.48.5,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
281,0.11.4604,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
519,0.11.2167,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
677,0.11.3437,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
87,4.7.1599,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
513,0.99.5,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
474,0.11.4939,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
373,3.11.7,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
921,0.11.5001,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
720,0.10.1019,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
208,0.11.2124,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
729,1.64.3,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
207,2.18.9,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
686,0.10.418,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
924,0.11.2814,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
433,0.11.3549,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
678,0.11.4699,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
237,0.11.2712,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
365,0.11.2411,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
182,0.11.3888,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
359,0.10.1370,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
461,0.10.1112,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
368,0.28.0,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
617,0.11.4587,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
456,0.11.2328,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
238,0.85.4,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
514,0.11.3697,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
834,0.11.4869,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
255,0.47.4,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
886,0.10.918,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
742,0.11.4745,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
276,1.10.0001,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
29,2.18.5,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
612,0.11.4008,0.9,0.2999999999999999,0.30000000000000027,1.4999999999999998
